Jurisdiction,Not in ICU,ICU,Date,Active outbreaks in aged care homes as at 13 Sep 2022,Active outbreaks in aged care homes as at 20 Sep 2022,Active outbreaks in aged care homes as at 21 Sep 2022,Active outbreaks in aged care homes as at 28 Sep 2022,Active outbreaks in aged care homes as at 05 Oct 2022,Active outbreaks in aged care homes as at 12 Oct 2022,Active outbreaks in aged care homes as at 19 Oct 2022,Active outbreaks in aged care homes as at 26 Oct 2022,Active outbreaks in aged care homes as at 02 Nov 2022,Active outbreaks in aged care homes as at 09 Nov 2022,Active outbreaks in aged care homes as at 16 Nov 2022
VIC,660.0,39.0,2022-08-07,,,,,,,,,,,
WA,337.0,14.0,2022-08-07,,,,,,,,,,,
Australia,4330.0,154.0,2022-08-08,,,,,,,,,,,
ACT,139.0,5.0,2022-08-08,,,,,,,,,,,
NSW,2177.0,59.0,2022-08-08,,,,,,,,,,,
NT,30.0,2.0,2022-08-08,,,,,,,,,,,
QLD,641.0,26.0,2022-08-08,,,,,,,,,,,
SA,312.0,10.0,2022-08-08,,,,,,,,,,,
TAS,83.0,1.0,2022-08-08,,,,,,,,,,,
VIC,620.0,37.0,2022-08-08,,,,,,,,,,,
WA,328.0,14.0,2022-08-08,,,,,,,,,,,
Australia,4470.0,141.0,2022-08-09,,,,,,,,,,,
ACT,142.0,4.0,2022-08-09,,,,,,,,,,,
NSW,2211.0,54.0,2022-08-09,,,,,,,,,,,
NT,31.0,3.0,2022-08-09,,,,,,,,,,,
QLD,686.0,24.0,2022-08-09,,,,,,,,,,,
SA,330.0,11.0,2022-08-09,,,,,,,,,,,
TAS,82.0,2.0,2022-08-09,,,,,,,,,,,
VIC,641.0,32.0,2022-08-09,,,,,,,,,,,
WA,347.0,11.0,2022-08-09,,,,,,,,,,,
Australia,4218.0,125.0,2022-08-10,,,,,,,,,,,
ACT,135.0,3.0,2022-08-10,,,,,,,,,,,
NSW,2157.0,55.0,2022-08-10,,,,,,,,,,,
NT,31.0,2.0,2022-08-10,,,,,,,,,,,
QLD,635.0,21.0,2022-08-10,,,,,,,,,,,
SA,273.0,6.0,2022-08-10,,,,,,,,,,,
TAS,76.0,0.0,2022-08-10,,,,,,,,,,,
VIC,580.0,30.0,2022-08-10,,,,,,,,,,,
WA,331.0,8.0,2022-08-10,,,,,,,,,,,
Australia,4139.0,135.0,2022-08-11,,,,,,,,,,,
ACT,131.0,4.0,2022-08-11,,,,,,,,,,,
NSW,2159.0,64.0,2022-08-11,,,,,,,,,,,
NT,41.0,2.0,2022-08-11,,,,,,,,,,,
QLD,578.0,18.0,2022-08-11,,,,,,,,,,,
SA,262.0,7.0,2022-08-11,,,,,,,,,,,
TAS,78.0,2.0,2022-08-11,,,,,,,,,,,
VIC,578.0,27.0,2022-08-11,,,,,,,,,,,
WA,312.0,11.0,2022-08-11,,,,,,,,,,,
Australia,3958.0,140.0,2022-08-12,,,,,,,,,,,
ACT,131.0,4.0,2022-08-12,,,,,,,,,,,
NSW,2132.0,62.0,2022-08-12,,,,,,,,,,,
NT,35.0,1.0,2022-08-12,,,,,,,,,,,
QLD,525.0,18.0,2022-08-12,,,,,,,,,,,
SA,246.0,10.0,2022-08-12,,,,,,,,,,,
TAS,72.0,4.0,2022-08-12,,,,,,,,,,,
VIC,520.0,30.0,2022-08-12,,,,,,,,,,,
WA,297.0,11.0,2022-08-12,,,,,,,,,,,
Australia,3958.0,140.0,2022-08-13,,,,,,,,,,,
ACT,131.0,4.0,2022-08-13,,,,,,,,,,,
NSW,2132.0,62.0,2022-08-13,,,,,,,,,,,
NT,35.0,1.0,2022-08-13,,,,,,,,,,,
QLD,525.0,18.0,2022-08-13,,,,,,,,,,,
SA,246.0,10.0,2022-08-13,,,,,,,,,,,
TAS,72.0,4.0,2022-08-13,,,,,,,,,,,
VIC,520.0,30.0,2022-08-13,,,,,,,,,,,
WA,297.0,11.0,2022-08-13,,,,,,,,,,,
Australia,3958.0,140.0,2022-08-14,,,,,,,,,,,
ACT,131.0,4.0,2022-08-14,,,,,,,,,,,
NSW,2132.0,62.0,2022-08-14,,,,,,,,,,,
NT,35.0,1.0,2022-08-14,,,,,,,,,,,
QLD,525.0,18.0,2022-08-14,,,,,,,,,,,
SA,246.0,10.0,2022-08-14,,,,,,,,,,,
TAS,72.0,4.0,2022-08-14,,,,,,,,,,,
VIC,520.0,30.0,2022-08-14,,,,,,,,,,,
WA,297.0,11.0,2022-08-14,,,,,,,,,,,
Australia,3875.0,138.0,2022-08-15,,,,,,,,,,,
ACT,133.0,2.0,2022-08-15,,,,,,,,,,,
NSW,2119.0,59.0,2022-08-15,,,,,,,,,,,
NT,30.0,1.0,2022-08-15,,,,,,,,,,,
QLD,434.0,25.0,2022-08-15,,,,,,,,,,,
SA,262.0,12.0,2022-08-15,,,,,,,,,,,
TAS,59.0,3.0,2022-08-15,,,,,,,,,,,
VIC,544.0,27.0,2022-08-15,,,,,,,,,,,
WA,294.0,9.0,2022-08-15,,,,,,,,,,,
Australia,3842.0,140.0,2022-08-16,,,,,,,,,,,
ACT,136.0,2.0,2022-08-16,,,,,,,,,,,
NSW,2081.0,60.0,2022-08-16,,,,,,,,,,,
NT,38.0,2.0,2022-08-16,,,,,,,,,,,
QLD,464.0,23.0,2022-08-16,,,,,,,,,,,
SA,273.0,13.0,2022-08-16,,,,,,,,,,,
TAS,57.0,4.0,2022-08-16,,,,,,,,,,,
VIC,510.0,25.0,2022-08-16,,,,,,,,,,,
WA,283.0,11.0,2022-08-16,,,,,,,,,,,
Australia,3685.0,122.0,2022-08-17,,,,,,,,,,,
NSW,2063.0,52.0,2022-08-17,,,,,,,,,,,
VIC,489.0,29.0,2022-08-17,,,,,,,,,,,
QLD,420.0,19.0,2022-08-17,,,,,,,,,,,
WA,275.0,8.0,2022-08-17,,,,,,,,,,,
SA,203.0,7.0,2022-08-17,,,,,,,,,,,
ACT,134.0,2.0,2022-08-17,,,,,,,,,,,
TAS,63.0,3.0,2022-08-17,,,,,,,,,,,
NT,38.0,2.0,2022-08-17,,,,,,,,,,,
Australia,3604.0,122.0,2022-08-18,,,,,,,,,,,
NSW,1992.0,54.0,2022-08-18,,,,,,,,,,,
VIC,470.0,27.0,2022-08-18,,,,,,,,,,,
QLD,427.0,21.0,2022-08-18,,,,,,,,,,,
WA,260.0,7.0,2022-08-18,,,,,,,,,,,
SA,232.0,8.0,2022-08-18,,,,,,,,,,,
ACT,127.0,2.0,2022-08-18,,,,,,,,,,,
TAS,57.0,2.0,2022-08-18,,,,,,,,,,,
NT,39.0,1.0,2022-08-18,,,,,,,,,,,
Australia,3502.0,119.0,2022-08-19,,,,,,,,,,,
NSW,1930.0,56.0,2022-08-19,,,,,,,,,,,
VIC,487.0,27.0,2022-08-19,,,,,,,,,,,
QLD,403.0,16.0,2022-08-19,,,,,,,,,,,
WA,238.0,7.0,2022-08-19,,,,,,,,,,,
SA,232.0,7.0,2022-08-19,,,,,,,,,,,
ACT,121.0,3.0,2022-08-19,,,,,,,,,,,
TAS,56.0,2.0,2022-08-19,,,,,,,,,,,
NT,35.0,1.0,2022-08-19,,,,,,,,,,,
Australia,3502.0,119.0,2022-08-20,,,,,,,,,,,
NSW,1930.0,56.0,2022-08-20,,,,,,,,,,,
VIC,487.0,27.0,2022-08-20,,,,,,,,,,,
QLD,403.0,16.0,2022-08-20,,,,,,,,,,,
WA,238.0,7.0,2022-08-20,,,,,,,,,,,
SA,232.0,7.0,2022-08-20,,,,,,,,,,,
ACT,121.0,3.0,2022-08-20,,,,,,,,,,,
TAS,56.0,2.0,2022-08-20,,,,,,,,,,,
NT,35.0,1.0,2022-08-20,,,,,,,,,,,
Australia,3502.0,119.0,2022-08-21,,,,,,,,,,,
NSW,1930.0,56.0,2022-08-21,,,,,,,,,,,
VIC,487.0,27.0,2022-08-21,,,,,,,,,,,
QLD,403.0,16.0,2022-08-21,,,,,,,,,,,
WA,238.0,7.0,2022-08-21,,,,,,,,,,,
SA,232.0,7.0,2022-08-21,,,,,,,,,,,
ACT,121.0,3.0,2022-08-21,,,,,,,,,,,
TAS,56.0,2.0,2022-08-21,,,,,,,,,,,
NT,35.0,1.0,2022-08-21,,,,,,,,,,,
Australia,3325.0,104.0,2022-08-22,,,,,,,,,,,
NSW,1912.0,50.0,2022-08-22,,,,,,,,,,,
VIC,386.0,28.0,2022-08-22,,,,,,,,,,,
QLD,372.0,11.0,2022-08-22,,,,,,,,,,,
WA,233.0,4.0,2022-08-22,,,,,,,,,,,
SA,219.0,8.0,2022-08-22,,,,,,,,,,,
ACT,120.0,1.0,2022-08-22,,,,,,,,,,,
TAS,57.0,2.0,2022-08-22,,,,,,,,,,,
NT,26.0,0.0,2022-08-22,,,,,,,,,,,
Australia,3355.0,102.0,2022-08-23,,,,,,,,,,,
NSW,1879.0,49.0,2022-08-23,,,,,,,,,,,
VIC,407.0,26.0,2022-08-23,,,,,,,,,,,
QLD,401.0,10.0,2022-08-23,,,,,,,,,,,
WA,238.0,5.0,2022-08-23,,,,,,,,,,,
SA,234.0,8.0,2022-08-23,,,,,,,,,,,
ACT,117.0,2.0,2022-08-23,,,,,,,,,,,
TAS,53.0,2.0,2022-08-23,,,,,,,,,,,
NT,26.0,0.0,2022-08-23,,,,,,,,,,,
Australia,3228.0,96.0,2022-08-24,,,,,,,,,,,
NSW,1829.0,38.0,2022-08-24,,,,,,,,,,,
VIC,378.0,24.0,2022-08-24,,,,,,,,,,,
QLD,364.0,12.0,2022-08-24,,,,,,,,,,,
SA,249.0,8.0,2022-08-24,,,,,,,,,,,
WA,229.0,8.0,2022-08-24,,,,,,,,,,,
ACT,113.0,3.0,2022-08-24,,,,,,,,,,,
TAS,44.0,3.0,2022-08-24,,,,,,,,,,,
NT,22.0,0.0,2022-08-24,,,,,,,,,,,
Australia,3142.0,95.0,2022-08-25,,,,,,,,,,,
NSW,1799.0,37.0,2022-08-25,,,,,,,,,,,
VIC,383.0,22.0,2022-08-25,,,,,,,,,,,
QLD,327.0,16.0,2022-08-25,,,,,,,,,,,
SA,249.0,8.0,2022-08-25,,,,,,,,,,,
WA,219.0,6.0,2022-08-25,,,,,,,,,,,
ACT,107.0,2.0,2022-08-25,,,,,,,,,,,
TAS,40.0,2.0,2022-08-25,,,,,,,,,,,
NT,18.0,2.0,2022-08-25,,,,,,,,,,,
Australia,2964.0,90.0,2022-08-26,,,,,,,,,,,
NSW,1744.0,36.0,2022-08-26,,,,,,,,,,,
VIC,368.0,18.0,2022-08-26,,,,,,,,,,,
QLD,305.0,16.0,2022-08-26,,,,,,,,,,,
WA,218.0,7.0,2022-08-26,,,,,,,,,,,
SA,166.0,10.0,2022-08-26,,,,,,,,,,,
ACT,110.0,2.0,2022-08-26,,,,,,,,,,,
TAS,34.0,1.0,2022-08-26,,,,,,,,,,,
NT,19.0,0.0,2022-08-26,,,,,,,,,,,
Australia,2964.0,90.0,2022-08-27,,,,,,,,,,,
NSW,1744.0,36.0,2022-08-27,,,,,,,,,,,
VIC,368.0,18.0,2022-08-27,,,,,,,,,,,
QLD,305.0,16.0,2022-08-27,,,,,,,,,,,
WA,218.0,7.0,2022-08-27,,,,,,,,,,,
SA,166.0,10.0,2022-08-27,,,,,,,,,,,
ACT,110.0,2.0,2022-08-27,,,,,,,,,,,
TAS,34.0,1.0,2022-08-27,,,,,,,,,,,
NT,19.0,0.0,2022-08-27,,,,,,,,,,,
Australia,2964.0,90.0,2022-08-28,,,,,,,,,,,
NSW,1744.0,36.0,2022-08-28,,,,,,,,,,,
VIC,368.0,18.0,2022-08-28,,,,,,,,,,,
QLD,305.0,16.0,2022-08-28,,,,,,,,,,,
WA,218.0,7.0,2022-08-28,,,,,,,,,,,
SA,166.0,10.0,2022-08-28,,,,,,,,,,,
ACT,110.0,2.0,2022-08-28,,,,,,,,,,,
TAS,34.0,1.0,2022-08-28,,,,,,,,,,,
NT,19.0,0.0,2022-08-28,,,,,,,,,,,
Australia,2941.0,95.0,2022-08-29,,,,,,,,,,,
NSW,1832.0,47.0,2022-08-29,,,,,,,,,,,
VIC,321.0,22.0,2022-08-29,,,,,,,,,,,
QLD,273.0,10.0,2022-08-29,,,,,,,,,,,
WA,222.0,6.0,2022-08-29,,,,,,,,,,,
SA,146.0,7.0,2022-08-29,,,,,,,,,,,
ACT,104.0,2.0,2022-08-29,,,,,,,,,,,
TAS,31.0,1.0,2022-08-29,,,,,,,,,,,
NT,12.0,0.0,2022-08-29,,,,,,,,,,,
Australia,2918.0,86.0,2022-08-30,,,,,,,,,,,
NSW,1794.0,40.0,2022-08-30,,,,,,,,,,,
VIC,315.0,22.0,2022-08-30,,,,,,,,,,,
QLD,309.0,10.0,2022-08-30,,,,,,,,,,,
WA,229.0,5.0,2022-08-30,,,,,,,,,,,
SA,122.0,7.0,2022-08-30,,,,,,,,,,,
ACT,99.0,1.0,2022-08-30,,,,,,,,,,,
TAS,29.0,1.0,2022-08-30,,,,,,,,,,,
NT,21.0,0.0,2022-08-30,,,,,,,,,,,
Australia,2853.0,84.0,2022-08-31,,,,,,,,,,,
NSW,1764.0,38.0,2022-08-31,,,,,,,,,,,
VIC,313.0,20.0,2022-08-31,,,,,,,,,,,
QLD,306.0,10.0,2022-08-31,,,,,,,,,,,
WA,222.0,6.0,2022-08-31,,,,,,,,,,,
SA,110.0,6.0,2022-08-31,,,,,,,,,,,
ACT,88.0,2.0,2022-08-31,,,,,,,,,,,
TAS,26.0,2.0,2022-08-31,,,,,,,,,,,
NT,24.0,0.0,2022-08-31,,,,,,,,,,,
Australia,2789.0,74.0,2022-09-01,,,,,,,,,,,
NSW,1720.0,36.0,2022-09-01,,,,,,,,,,,
VIC,317.0,15.0,2022-09-01,,,,,,,,,,,
QLD,297.0,11.0,2022-09-01,,,,,,,,,,,
WA,212.0,5.0,2022-09-01,,,,,,,,,,,
SA,104.0,3.0,2022-09-01,,,,,,,,,,,
ACT,90.0,2.0,2022-09-01,,,,,,,,,,,
TAS,27.0,2.0,2022-09-01,,,,,,,,,,,
NT,22.0,0.0,2022-09-01,,,,,,,,,,,
Australia,2691.0,74.0,2022-09-02,,,,,,,,,,,
NSW,1690.0,36.0,2022-09-02,,,,,,,,,,,
VIC,282.0,13.0,2022-09-02,,,,,,,,,,,
QLD,273.0,12.0,2022-09-02,,,,,,,,,,,
WA,209.0,6.0,2022-09-02,,,,,,,,,,,
SA,100.0,5.0,2022-09-02,,,,,,,,,,,
ACT,91.0,0.0,2022-09-02,,,,,,,,,,,
TAS,24.0,2.0,2022-09-02,,,,,,,,,,,
NT,22.0,0.0,2022-09-02,,,,,,,,,,,
Australia,2691.0,74.0,2022-09-03,,,,,,,,,,,
NSW,1690.0,36.0,2022-09-03,,,,,,,,,,,
VIC,282.0,13.0,2022-09-03,,,,,,,,,,,
QLD,273.0,12.0,2022-09-03,,,,,,,,,,,
WA,209.0,6.0,2022-09-03,,,,,,,,,,,
SA,100.0,5.0,2022-09-03,,,,,,,,,,,
ACT,91.0,0.0,2022-09-03,,,,,,,,,,,
TAS,24.0,2.0,2022-09-03,,,,,,,,,,,
NT,22.0,0.0,2022-09-03,,,,,,,,,,,
Australia,2691.0,74.0,2022-09-04,,,,,,,,,,,
NSW,1690.0,36.0,2022-09-04,,,,,,,,,,,
VIC,282.0,13.0,2022-09-04,,,,,,,,,,,
QLD,273.0,12.0,2022-09-04,,,,,,,,,,,
WA,209.0,6.0,2022-09-04,,,,,,,,,,,
SA,100.0,5.0,2022-09-04,,,,,,,,,,,
ACT,91.0,0.0,2022-09-04,,,,,,,,,,,
TAS,24.0,2.0,2022-09-04,,,,,,,,,,,
NT,22.0,0.0,2022-09-04,,,,,,,,,,,
Australia,2610.0,84.0,2022-09-05,,,,,,,,,,,
NSW,1660.0,46.0,2022-09-05,,,,,,,,,,,
QLD,271.0,8.0,2022-09-05,,,,,,,,,,,
VIC,252.0,14.0,2022-09-05,,,,,,,,,,,
WA,196.0,5.0,2022-09-05,,,,,,,,,,,
ACT,92.0,1.0,2022-09-05,,,,,,,,,,,
SA,91.0,9.0,2022-09-05,,,,,,,,,,,
TAS,29.0,1.0,2022-09-05,,,,,,,,,,,
NT,19.0,0.0,2022-09-05,,,,,,,,,,,
Australia,2522.0,77.0,2022-09-06,,,,,,,,,,,
NSW,1602.0,38.0,2022-09-06,,,,,,,,,,,
QLD,249.0,8.0,2022-09-06,,,,,,,,,,,
VIC,243.0,17.0,2022-09-06,,,,,,,,,,,
WA,199.0,6.0,2022-09-06,,,,,,,,,,,
ACT,92.0,1.0,2022-09-06,,,,,,,,,,,
SA,89.0,6.0,2022-09-06,,,,,,,,,,,
TAS,29.0,1.0,2022-09-06,,,,,,,,,,,
NT,19.0,0.0,2022-09-06,,,,,,,,,,,
Australia,2380.0,80.0,2022-09-07,,,,,,,,,,,
NSW,1544.0,37.0,2022-09-07,,,,,,,,,,,
QLD,232.0,8.0,2022-09-07,,,,,,,,,,,
VIC,204.0,18.0,2022-09-07,,,,,,,,,,,
WA,192.0,7.0,2022-09-07,,,,,,,,,,,
ACT,88.0,1.0,2022-09-07,,,,,,,,,,,
SA,82.0,8.0,2022-09-07,,,,,,,,,,,
TAS,23.0,1.0,2022-09-07,,,,,,,,,,,
NT,15.0,0.0,2022-09-07,,,,,,,,,,,
Australia,2324.0,64.0,2022-09-08,,,,,,,,,,,
NSW,1501.0,29.0,2022-09-08,,,,,,,,,,,
QLD,222.0,3.0,2022-09-08,,,,,,,,,,,
VIC,212.0,15.0,2022-09-08,,,,,,,,,,,
WA,194.0,7.0,2022-09-08,,,,,,,,,,,
ACT,86.0,1.0,2022-09-08,,,,,,,,,,,
SA,76.0,7.0,2022-09-08,,,,,,,,,,,
TAS,19.0,1.0,2022-09-08,,,,,,,,,,,
NT,14.0,1.0,2022-09-08,,,,,,,,,,,
Australia,2270.0,60.0,2022-09-09,,,,,,,,,,,
NSW,1476.0,27.0,2022-09-09,,,,,,,,,,,
QLD,216.0,6.0,2022-09-09,,,,,,,,,,,
VIC,200.0,13.0,2022-09-09,,,,,,,,,,,
WA,188.0,4.0,2022-09-09,,,,,,,,,,,
ACT,85.0,1.0,2022-09-09,,,,,,,,,,,
SA,69.0,8.0,2022-09-09,,,,,,,,,,,
TAS,20.0,1.0,2022-09-09,,,,,,,,,,,
NT,16.0,0.0,2022-09-09,,,,,,,,,,,
Australia,2270.0,60.0,2022-09-10,,,,,,,,,,,
NSW,1476.0,27.0,2022-09-10,,,,,,,,,,,
QLD,216.0,6.0,2022-09-10,,,,,,,,,,,
VIC,200.0,13.0,2022-09-10,,,,,,,,,,,
WA,188.0,4.0,2022-09-10,,,,,,,,,,,
ACT,85.0,1.0,2022-09-10,,,,,,,,,,,
SA,69.0,8.0,2022-09-10,,,,,,,,,,,
TAS,20.0,1.0,2022-09-10,,,,,,,,,,,
NT,16.0,0.0,2022-09-10,,,,,,,,,,,
Australia,2270.0,60.0,2022-09-11,,,,,,,,,,,
NSW,1476.0,27.0,2022-09-11,,,,,,,,,,,
QLD,216.0,6.0,2022-09-11,,,,,,,,,,,
VIC,200.0,13.0,2022-09-11,,,,,,,,,,,
WA,188.0,4.0,2022-09-11,,,,,,,,,,,
ACT,85.0,1.0,2022-09-11,,,,,,,,,,,
SA,69.0,8.0,2022-09-11,,,,,,,,,,,
TAS,20.0,1.0,2022-09-11,,,,,,,,,,,
NT,16.0,0.0,2022-09-11,,,,,,,,,,,
Australia,2270.0,60.0,2022-09-12,,,,,,,,,,,
NSW,1476.0,27.0,2022-09-12,,,,,,,,,,,
QLD,216.0,6.0,2022-09-12,,,,,,,,,,,
VIC,200.0,13.0,2022-09-12,,,,,,,,,,,
WA,188.0,4.0,2022-09-12,,,,,,,,,,,
ACT,85.0,1.0,2022-09-12,,,,,,,,,,,
SA,69.0,8.0,2022-09-12,,,,,,,,,,,
TAS,20.0,1.0,2022-09-12,,,,,,,,,,,
NT,16.0,0.0,2022-09-12,,,,,,,,,,,
Australia,2270.0,60.0,2022-09-13,,,,,,,,,,,
NSW,1476.0,27.0,2022-09-13,,,,,,,,,,,
QLD,216.0,6.0,2022-09-13,,,,,,,,,,,
VIC,200.0,13.0,2022-09-13,,,,,,,,,,,
WA,188.0,4.0,2022-09-13,,,,,,,,,,,
ACT,85.0,1.0,2022-09-13,,,,,,,,,,,
SA,69.0,8.0,2022-09-13,,,,,,,,,,,
TAS,20.0,1.0,2022-09-13,,,,,,,,,,,
NT,16.0,0.0,2022-09-13,,,,,,,,,,,
Australia,2270.0,60.0,2022-09-14,,,,,,,,,,,
NSW,1476.0,27.0,2022-09-14,,,,,,,,,,,
QLD,216.0,6.0,2022-09-14,,,,,,,,,,,
VIC,200.0,13.0,2022-09-14,,,,,,,,,,,
WA,188.0,4.0,2022-09-14,,,,,,,,,,,
ACT,85.0,1.0,2022-09-14,,,,,,,,,,,
SA,69.0,8.0,2022-09-14,,,,,,,,,,,
TAS,20.0,1.0,2022-09-14,,,,,,,,,,,
NT,16.0,0.0,2022-09-14,,,,,,,,,,,
Australia,2270.0,60.0,2022-09-15,,,,,,,,,,,
NSW,1476.0,27.0,2022-09-15,,,,,,,,,,,
QLD,216.0,6.0,2022-09-15,,,,,,,,,,,
VIC,200.0,13.0,2022-09-15,,,,,,,,,,,
WA,188.0,4.0,2022-09-15,,,,,,,,,,,
ACT,85.0,1.0,2022-09-15,,,,,,,,,,,
SA,69.0,8.0,2022-09-15,,,,,,,,,,,
TAS,20.0,1.0,2022-09-15,,,,,,,,,,,
NT,16.0,0.0,2022-09-15,,,,,,,,,,,
Australia,2270.0,60.0,2022-09-16,,,,,,,,,,,
NSW,1476.0,27.0,2022-09-16,,,,,,,,,,,
QLD,216.0,6.0,2022-09-16,,,,,,,,,,,
VIC,200.0,13.0,2022-09-16,,,,,,,,,,,
WA,188.0,4.0,2022-09-16,,,,,,,,,,,
ACT,85.0,1.0,2022-09-16,,,,,,,,,,,
SA,69.0,8.0,2022-09-16,,,,,,,,,,,
TAS,20.0,1.0,2022-09-16,,,,,,,,,,,
NT,16.0,0.0,2022-09-16,,,,,,,,,,,
NSW,,,2022-09-23,98.0,67.0,,,,,,,,,
Vic,,,2022-09-23,77.0,66.0,,,,,,,,,
Qld,,,2022-09-23,39.0,27.0,,,,,,,,,
WA,,,2022-09-23,25.0,25.0,,,,,,,,,
SA,,,2022-09-23,29.0,25.0,,,,,,,,,
Tas,,,2022-09-23,7.0,4.0,,,,,,,,,
ACT,,,2022-09-23,6.0,2.0,,,,,,,,,
NT,,,2022-09-23,0.0,3.0,,,,,,,,,
NSW,,,2022-09-24,98.0,67.0,,,,,,,,,
Vic,,,2022-09-24,77.0,66.0,,,,,,,,,
Qld,,,2022-09-24,39.0,27.0,,,,,,,,,
WA,,,2022-09-24,25.0,25.0,,,,,,,,,
SA,,,2022-09-24,29.0,25.0,,,,,,,,,
Tas,,,2022-09-24,7.0,4.0,,,,,,,,,
ACT,,,2022-09-24,6.0,2.0,,,,,,,,,
NT,,,2022-09-24,0.0,3.0,,,,,,,,,
NSW,,,2022-09-25,98.0,67.0,,,,,,,,,
Vic,,,2022-09-25,77.0,66.0,,,,,,,,,
Qld,,,2022-09-25,39.0,27.0,,,,,,,,,
WA,,,2022-09-25,25.0,25.0,,,,,,,,,
SA,,,2022-09-25,29.0,25.0,,,,,,,,,
Tas,,,2022-09-25,7.0,4.0,,,,,,,,,
ACT,,,2022-09-25,6.0,2.0,,,,,,,,,
NT,,,2022-09-25,0.0,3.0,,,,,,,,,
NSW,,,2022-09-26,98.0,67.0,,,,,,,,,
Vic,,,2022-09-26,77.0,66.0,,,,,,,,,
Qld,,,2022-09-26,39.0,27.0,,,,,,,,,
WA,,,2022-09-26,25.0,25.0,,,,,,,,,
SA,,,2022-09-26,29.0,25.0,,,,,,,,,
Tas,,,2022-09-26,7.0,4.0,,,,,,,,,
ACT,,,2022-09-26,6.0,2.0,,,,,,,,,
NT,,,2022-09-26,0.0,3.0,,,,,,,,,
NSW,,,2022-09-27,98.0,67.0,,,,,,,,,
Vic,,,2022-09-27,77.0,66.0,,,,,,,,,
Qld,,,2022-09-27,39.0,27.0,,,,,,,,,
WA,,,2022-09-27,25.0,25.0,,,,,,,,,
SA,,,2022-09-27,29.0,25.0,,,,,,,,,
Tas,,,2022-09-27,7.0,4.0,,,,,,,,,
ACT,,,2022-09-27,6.0,2.0,,,,,,,,,
NT,,,2022-09-27,0.0,3.0,,,,,,,,,
NSW,,,2022-09-28,98.0,67.0,,,,,,,,,
Vic,,,2022-09-28,77.0,66.0,,,,,,,,,
Qld,,,2022-09-28,39.0,27.0,,,,,,,,,
WA,,,2022-09-28,25.0,25.0,,,,,,,,,
SA,,,2022-09-28,29.0,25.0,,,,,,,,,
Tas,,,2022-09-28,7.0,4.0,,,,,,,,,
ACT,,,2022-09-28,6.0,2.0,,,,,,,,,
NT,,,2022-09-28,0.0,3.0,,,,,,,,,
NSW,,,2022-09-29,98.0,67.0,,,,,,,,,
Vic,,,2022-09-29,77.0,66.0,,,,,,,,,
Qld,,,2022-09-29,39.0,27.0,,,,,,,,,
WA,,,2022-09-29,25.0,25.0,,,,,,,,,
SA,,,2022-09-29,29.0,25.0,,,,,,,,,
Tas,,,2022-09-29,7.0,4.0,,,,,,,,,
ACT,,,2022-09-29,6.0,2.0,,,,,,,,,
NT,,,2022-09-29,0.0,3.0,,,,,,,,,
NSW,,,2022-09-30,,,74.0,64.0,,,,,,,
Vic,,,2022-09-30,,,69.0,45.0,,,,,,,
Qld,,,2022-09-30,,,28.0,26.0,,,,,,,
WA,,,2022-09-30,,,27.0,23.0,,,,,,,
SA,,,2022-09-30,,,26.0,22.0,,,,,,,
Tas,,,2022-09-30,,,4.0,3.0,,,,,,,
ACT,,,2022-09-30,,,2.0,1.0,,,,,,,
NT,,,2022-09-30,,,3.0,1.0,,,,,,,
NSW,,,2022-10-01,,,74.0,64.0,,,,,,,
Vic,,,2022-10-01,,,69.0,45.0,,,,,,,
Qld,,,2022-10-01,,,28.0,26.0,,,,,,,
WA,,,2022-10-01,,,27.0,23.0,,,,,,,
SA,,,2022-10-01,,,26.0,22.0,,,,,,,
Tas,,,2022-10-01,,,4.0,3.0,,,,,,,
ACT,,,2022-10-01,,,2.0,1.0,,,,,,,
NT,,,2022-10-01,,,3.0,1.0,,,,,,,
NSW,,,2022-10-02,,,74.0,64.0,,,,,,,
Vic,,,2022-10-02,,,69.0,45.0,,,,,,,
Qld,,,2022-10-02,,,28.0,26.0,,,,,,,
WA,,,2022-10-02,,,27.0,23.0,,,,,,,
SA,,,2022-10-02,,,26.0,22.0,,,,,,,
Tas,,,2022-10-02,,,4.0,3.0,,,,,,,
ACT,,,2022-10-02,,,2.0,1.0,,,,,,,
NT,,,2022-10-02,,,3.0,1.0,,,,,,,
NSW,,,2022-10-03,,,74.0,64.0,,,,,,,
Vic,,,2022-10-03,,,69.0,45.0,,,,,,,
Qld,,,2022-10-03,,,28.0,26.0,,,,,,,
WA,,,2022-10-03,,,27.0,23.0,,,,,,,
SA,,,2022-10-03,,,26.0,22.0,,,,,,,
Tas,,,2022-10-03,,,4.0,3.0,,,,,,,
ACT,,,2022-10-03,,,2.0,1.0,,,,,,,
NT,,,2022-10-03,,,3.0,1.0,,,,,,,
NSW,,,2022-10-04,,,74.0,64.0,,,,,,,
Vic,,,2022-10-04,,,69.0,45.0,,,,,,,
Qld,,,2022-10-04,,,28.0,26.0,,,,,,,
WA,,,2022-10-04,,,27.0,23.0,,,,,,,
SA,,,2022-10-04,,,26.0,22.0,,,,,,,
Tas,,,2022-10-04,,,4.0,3.0,,,,,,,
ACT,,,2022-10-04,,,2.0,1.0,,,,,,,
NT,,,2022-10-04,,,3.0,1.0,,,,,,,
NSW,,,2022-10-05,,,74.0,64.0,,,,,,,
