Jurisdiction,Overseas,Locally acquired - contact of confirmed case,Locally acquired - unknown contact*,Locally acquired - interstate travel,Under investigation*,Total cases,Total deaths,Date,Locally acquired - unknown contact,Under investigation,"Population with at least one doses, 5+ years (%)","Population with two doses, 5+ years (%)","Eligible population with third dose, 16+ years (%)","Eligible population with fourth dose, 30+ years (%)"
Australia,10023.0,384890.0,40307.0,7824.0,1373553.0,1816597.0,3402.0,2022-01-27,,,,,,
ACT,0.0,26014.0,0.0,0.0,0.0,26014.0,25.0,2022-01-27,,,,,,
NSW,4285.0,137026.0,0.0,945.0,698240.0,840496.0,1196.0,2022-01-27,,,,,,
NT,261.0,1424.0,1519.0,1309.0,1958.0,6471.0,2.0,2022-01-27,,,,,,
QLD,1600.0,4239.0,3541.0,457.0,269614.0,279451.0,153.0,2022-01-27,,,,,,
SA,1066.0,32001.0,24485.0,3774.0,36627.0,97953.0,100.0,2022-01-27,,,,,,
TAS,139.0,2710.0,5357.0,1210.0,3792.0,13208.0,17.0,2022-01-27,,,,,,
VIC,1606.0,181247.0,5385.0,0.0,363312.0,551550.0,1900.0,2022-01-27,,,,,,
WA,1066.0,229.0,20.0,129.0,10.0,1454.0,9.0,2022-01-27,,,,,,
Australia,10092.0,392301.0,42763.0,8448.0,1398275.0,1851879.0,3536.0,2022-01-28,,,,,,
ACT,0.0,26430.0,0.0,0.0,0.0,26430.0,26.0,2022-01-28,,,,,,
NSW,4298.0,137992.0,0.0,962.0,710263.0,853515.0,1266.0,2022-01-28,,,,,,
NT,280.0,2429.0,2365.0,1806.0,6364.0,13244.0,2.0,2022-01-28,,,,,,
QLD,1600.0,4388.0,3687.0,458.0,275176.0,285309.0,172.0,2022-01-28,,,,,,
SA,1103.0,33252.0,25938.0,3882.0,36494.0,100669.0,105.0,2022-01-28,,,,,,
TAS,139.0,2712.0,5368.0,1210.0,3932.0,13361.0,17.0,2022-01-28,,,,,,
VIC,1606.0,184867.0,5385.0,0.0,366031.0,557889.0,1939.0,2022-01-28,,,,,,
WA,1066.0,231.0,20.0,130.0,15.0,1462.0,9.0,2022-01-28,,,,,,
Australia,10115.0,397099.0,43680.0,8534.0,1422443.0,1881871.0,3631.0,2022-01-29,,,,,,
ACT,0.0,26898.0,0.0,0.0,0.0,26898.0,26.0,2022-01-29,,,,,,
NSW,4303.0,139068.0,0.0,981.0,722571.0,866923.0,1314.0,2022-01-29,,,,,,
NT,280.0,2472.0,2393.0,1810.0,7192.0,14147.0,2.0,2022-01-29,,,,,,
QLD,1601.0,4629.0,3806.0,459.0,282028.0,292523.0,183.0,2022-01-29,,,,,,
SA,1120.0,33918.0,26703.0,3943.0,36385.0,102069.0,110.0,2022-01-29,,,,,,
TAS,139.0,2714.0,5373.0,1210.0,4174.0,13610.0,17.0,2022-01-29,,,,,,
VIC,1606.0,187147.0,5385.0,0.0,370078.0,564216.0,1970.0,2022-01-29,,,,,,
WA,1066.0,253.0,20.0,131.0,15.0,1485.0,9.0,2022-01-29,,,,,,
Australia,10127.0,400735.0,44302.0,8594.0,1695732.0,2159490.0,3716.0,2022-01-30,,,,,,
ACT,0.0,27279.0,0.0,0.0,0.0,27279.0,26.0,2022-01-30,,,,,,
NSW,4311.0,139724.0,0.0,994.0,735305.0,880334.0,1366.0,2022-01-30,,,,,,
NT,281.0,2684.0,2614.0,1824.0,7638.0,15041.0,2.0,2022-01-30,,,,,,
QLD,1601.0,4739.0,3884.0,459.0,287760.0,298443.0,196.0,2022-01-30,,,,,,
SA,1120.0,33905.0,26692.0,3942.0,38043.0,103702.0,111.0,2022-01-30,,,,,,
TAS,142.0,2895.0,5707.0,1244.0,3933.0,13921.0,18.0,2022-01-30,,,,,,
VIC,1606.0,189237.0,5385.0,0.0,623038.0,819266.0,1988.0,2022-01-30,,,,,,
WA,1066.0,272.0,20.0,131.0,15.0,1504.0,9.0,2022-01-30,,,,,,
Australia,10151.0,403627.0,45047.0,8657.0,1715136.0,2182618.0,3758.0,2022-01-31,,,,,,
ACT,0.0,27547.0,0.0,0.0,0.0,27547.0,26.0,2022-01-31,,,,,,
NSW,4316.0,140104.0,0.0,1004.0,747808.0,893232.0,1392.0,2022-01-31,,,,,,
NT,281.0,2776.0,2660.0,1838.0,8203.0,15758.0,2.0,2022-01-31,,,,,,
QLD,1601.0,4856.0,3983.0,460.0,292087.0,302987.0,199.0,2022-01-31,,,,,,
SA,1138.0,34465.0,27288.0,3965.0,38526.0,105382.0,117.0,2022-01-31,,,,,,
TAS,142.0,2898.0,5711.0,1250.0,4038.0,14039.0,18.0,2022-01-31,,,,,,
VIC,1606.0,190696.0,5385.0,0.0,624459.0,822146.0,1995.0,2022-01-31,,,,,,
WA,1067.0,285.0,20.0,140.0,15.0,1527.0,9.0,2022-01-31,,,,,,
Australia,10179.0,407016.0,45821.0,8745.0,1741323.0,2213084.0,3835.0,2022-02-01,,,,,,
ACT,0.0,27813.0,0.0,0.0,0.0,27813.0,26.0,2022-02-01,,,,,,
NSW,4321.0,141126.0,0.0,1030.0,759317.0,905794.0,1422.0,2022-02-01,,,,,,
NT,281.0,2804.0,2697.0,1838.0,9257.0,16877.0,2.0,2022-02-01,,,,,,
QLD,1602.0,4992.0,4068.0,460.0,295694.0,306816.0,209.0,2022-02-01,,,,,,
SA,1160.0,35047.0,27934.0,4016.0,38705.0,106862.0,120.0,2022-02-01,,,,,,
TAS,142.0,2900.0,5713.0,1250.0,4150.0,14155.0,18.0,2022-02-01,,,,,,
VIC,1606.0,192042.0,5389.0,0.0,634179.0,833216.0,2029.0,2022-02-01,,,,,,
WA,1067.0,292.0,20.0,151.0,21.0,1551.0,9.0,2022-02-01,,,,,,
Australia,10203.0,419757.0,46717.0,8810.0,1772258.0,2257745.0,3904.0,2022-02-02,,,,,,
ACT,0.0,36897.0,0.0,0.0,0.0,36897.0,26.0,2022-02-02,,,,,,
NSW,4324.0,141574.0,0.0,1043.0,770561.0,917502.0,1449.0,2022-02-02,,,,,,
NT,281.0,2828.0,2738.0,1838.0,10398.0,18083.0,2.0,2022-02-02,,,,,,
QLD,1605.0,5627.0,4185.0,467.0,301103.0,312987.0,225.0,2022-02-02,,,,,,
SA,1177.0,35720.0,28672.0,4049.0,39186.0,108804.0,121.0,2022-02-02,,,,,,
TAS,142.0,2904.0,5713.0,1250.0,4339.0,14348.0,18.0,2022-02-02,,,,,,
VIC,1606.0,193900.0,5389.0,0.0,646649.0,847544.0,2054.0,2022-02-02,,,,,,
WA,1068.0,307.0,20.0,163.0,22.0,1580.0,9.0,2022-02-02,,,,,,
Australia,10230.0,424449.0,47795.0,8911.0,1799450.0,2290835.0,3989.0,2022-02-03,,,,,,
ACT,0.0,37362.0,0.0,0.0,0.0,37362.0,26.0,2022-02-03,,,,,,
NSW,4329.0,142442.0,0.0,1066.0,782205.0,930042.0,1487.0,2022-02-03,,,,,,
NT,281.0,2901.0,3021.0,1871.0,11075.0,19149.0,4.0,2022-02-03,,,,,,
QLD,1605.0,5731.0,4341.0,468.0,306093.0,318238.0,234.0,2022-02-03,,,,,,
SA,1196.0,36193.0,29306.0,4088.0,39663.0,110446.0,122.0,2022-02-03,,,,,,
TAS,142.0,2907.0,5718.0,1250.0,4538.0,14555.0,19.0,2022-02-03,,,,,,
VIC,1606.0,196590.0,5389.0,0.0,655850.0,859435.0,2088.0,2022-02-03,,,,,,
WA,1071.0,323.0,20.0,168.0,26.0,1608.0,9.0,2022-02-03,,,,,,
Australia,10251.0,427867.0,48403.0,8983.0,1823525.0,2319029.0,4073.0,2022-02-04,,,,,,
ACT,0.0,37771.0,0.0,0.0,0.0,37771.0,27.0,2022-02-04,,,,,,
NSW,4336.0,143215.0,0.0,1089.0,791956.0,940596.0,1518.0,2022-02-04,,,,,,
NT,283.0,3202.0,3076.0,1874.0,12002.0,20437.0,4.0,2022-02-04,,,,,,
QLD,1606.0,5886.0,4454.0,471.0,309613.0,322030.0,247.0,2022-02-04,,,,,,
SA,1206.0,36584.0,29736.0,4118.0,39736.0,111380.0,125.0,2022-02-04,,,,,,
TAS,142.0,2908.0,5722.0,1250.0,4737.0,14759.0,19.0,2022-02-04,,,,,,
VIC,1606.0,197963.0,5392.0,0.0,665455.0,870416.0,2124.0,2022-02-04,,,,,,
WA,1072.0,338.0,23.0,181.0,26.0,1640.0,9.0,2022-02-04,,,,,,
Australia,10275.0,431309.0,49543.0,9086.0,1843426.0,2343639.0,4156.0,2022-02-05,,,,,,
ACT,0.0,38123.0,0.0,0.0,0.0,38123.0,28.0,2022-02-05,,,,,,
NSW,4341.0,143747.0,0.0,1110.0,799720.0,948918.0,1536.0,2022-02-05,,,,,,
NT,287.0,3522.0,3332.0,1887.0,12532.0,21560.0,4.0,2022-02-05,,,,,,
QLD,1606.0,6059.0,4532.0,472.0,315109.0,327778.0,268.0,2022-02-05,,,,,,
SA,1216.0,37082.0,30229.0,4140.0,40107.0,112774.0,127.0,2022-02-05,,,,,,
TAS,147.0,3378.0,6031.0,1294.0,4048.0,14898.0,19.0,2022-02-05,,,,,,
VIC,1606.0,199041.0,5395.0,0.0,671880.0,877922.0,2165.0,2022-02-05,,,,,,
WA,1072.0,357.0,24.0,183.0,30.0,1666.0,9.0,2022-02-05,,,,,,
Australia,10283.0,433279.0,50119.0,9130.0,1861933.0,2364744.0,4201.0,2022-02-06,,,,,,
ACT,0.0,38432.0,0.0,0.0,0.0,38432.0,28.0,2022-02-06,,,,,,
NSW,4342.0,143769.0,0.0,1110.0,807501.0,956722.0,1564.0,2022-02-06,,,,,,
NT,287.0,3538.0,3386.0,1890.0,13391.0,22492.0,5.0,2022-02-06,,,,,,
QLD,1607.0,6268.0,4630.0,475.0,318404.0,331384.0,277.0,2022-02-06,,,,,,
SA,1221.0,37524.0,30644.0,4163.0,40524.0,114076.0,128.0,2022-02-06,,,,,,
TAS,147.0,3390.0,6035.0,1295.0,4218.0,15085.0,19.0,2022-02-06,,,,,,
VIC,1606.0,199974.0,5399.0,0.0,677862.0,884841.0,2171.0,2022-02-06,,,,,,
WA,1073.0,384.0,25.0,197.0,33.0,1712.0,9.0,2022-02-06,,,,,,
Australia,10299.0,435044.0,50623.0,9160.0,1879894.0,2385020.0,4247.0,2022-02-07,,,,,,
ACT,0.0,38698.0,0.0,0.0,0.0,38698.0,29.0,2022-02-07,,,,,,
NSW,4344.0,143777.0,0.0,1110.0,814779.0,964010.0,1578.0,2022-02-07,,,,,,
NT,287.0,3580.0,3417.0,1892.0,14110.0,23286.0,5.0,2022-02-07,,,,,,
QLD,1607.0,6422.0,4725.0,475.0,320485.0,333714.0,296.0,2022-02-07,,,,,,
SA,1234.0,37936.0,31019.0,4181.0,41049.0,115419.0,133.0,2022-02-07,,,,,,
TAS,147.0,3396.0,6035.0,1296.0,4335.0,15209.0,19.0,2022-02-07,,,,,,
VIC,1606.0,200826.0,5401.0,0.0,685103.0,892936.0,2178.0,2022-02-07,,,,,,
WA,1074.0,409.0,26.0,206.0,33.0,1748.0,9.0,2022-02-07,,,,,,
Australia,10328.0,436872.0,51320.0,9222.0,1901505.0,2409247.0,4303.0,2022-02-08,,,,,,
ACT,0.0,39165.0,0.0,0.0,0.0,39165.0,30.0,2022-02-08,,,,,,
NSW,4350.0,143791.0,0.0,1110.0,824350.0,973601.0,1596.0,2022-02-08,,,,,,
NT,288.0,3648.0,3503.0,1895.0,15074.0,24408.0,5.0,2022-02-08,,,,,,
QLD,1608.0,6467.0,4793.0,475.0,322306.0,335649.0,308.0,2022-02-08,,,,,,
SA,1243.0,38399.0,31559.0,4198.0,41353.0,116752.0,137.0,2022-02-08,,,,,,
TAS,147.0,3398.0,6038.0,1296.0,4497.0,15376.0,20.0,2022-02-08,,,,,,
VIC,1606.0,201586.0,5401.0,0.0,693890.0,902483.0,2198.0,2022-02-08,,,,,,
WA,1086.0,418.0,26.0,248.0,35.0,1813.0,9.0,2022-02-08,,,,,,
Australia,10354.0,438852.0,51449.0,9305.0,1926696.0,2436656.0,4366.0,2022-02-09,,,,,,
ACT,0.0,39613.0,0.0,0.0,0.0,39613.0,31.0,2022-02-09,,,,,,
NSW,4350.0,143802.0,0.0,1110.0,834550.0,983812.0,1616.0,2022-02-09,,,,,,
NT,288.0,3703.0,3566.0,1902.0,16153.0,25612.0,5.0,2022-02-09,,,,,,
QLD,1610.0,6629.0,4909.0,477.0,325931.0,339556.0,325.0,2022-02-09,,,,,,
SA,1249.0,38362.0,31502.0,4195.0,43140.0,118448.0,139.0,2022-02-09,,,,,,
TAS,152.0,3748.0,6038.0,1307.0,4290.0,15535.0,22.0,2022-02-09,,,,,,
VIC,1606.0,202568.0,5408.0,0.0,702593.0,912175.0,2219.0,2022-02-09,,,,,,
WA,1099.0,427.0,26.0,314.0,39.0,1905.0,9.0,2022-02-09,,,,,,
Australia,10358.0,441682.0,53100.0,9482.0,1948107.0,2462729.0,4431.0,2022-02-10,,,,,,
ACT,0.0,40076.0,0.0,0.0,0.0,40076.0,31.0,2022-02-10,,,,,,
NSW,4350.0,143827.0,0.0,1111.0,844525.0,993813.0,1640.0,2022-02-10,,,,,,
NT,288.0,3734.0,3593.0,1902.0,17250.0,26767.0,7.0,2022-02-10,,,,,,
QLD,1610.0,6799.0,4981.0,479.0,328879.0,342748.0,340.0,2022-02-10,,,,,,
SA,1257.0,39472.0,33048.0,4262.0,42128.0,120167.0,146.0,2022-02-10,,,,,,
TAS,152.0,3763.0,6043.0,1307.0,4449.0,15714.0,23.0,2022-02-10,,,,,,
VIC,1606.0,203556.0,5408.0,0.0,710831.0,921401.0,2235.0,2022-02-10,,,,,,
WA,1095.0,455.0,27.0,421.0,45.0,2043.0,9.0,2022-02-10,,,,,,
Australia,10386.0,444175.0,53840.0,9555.0,1968341.0,2486297.0,4479.0,2022-02-11,,,,,,
ACT,0.0,40538.0,0.0,0.0,0.0,40538.0,31.0,2022-02-11,,,,,,
NSW,4350.0,143913.0,0.0,1111.0,853293.0,1002667.0,1659.0,2022-02-11,,,,,,
NT,288.0,3784.0,3605.0,1902.0,18268.0,27847.0,7.0,2022-02-11,,,,,,
QLD,1611.0,6917.0,5059.0,479.0,331810.0,345876.0,354.0,2022-02-11,,,,,,
SA,1269.0,40025.0,33693.0,4287.0,42427.0,121701.0,148.0,2022-02-11,,,,,,
TAS,152.0,3954.0,6044.0,1320.0,4384.0,15854.0,23.0,2022-02-11,,,,,,
VIC,1606.0,204547.0,5408.0,0.0,718113.0,929674.0,2247.0,2022-02-11,,,,,,
WA,1110.0,497.0,31.0,456.0,46.0,2140.0,10.0,2022-02-11,,,,,,
Australia,10405.0,447096.0,54481.0,9635.0,1984322.0,2505939.0,4546.0,2022-02-12,,,,,,
ACT,0.0,40946.0,0.0,0.0,0.0,40946.0,31.0,2022-02-12,,,,,,
NSW,4355.0,144725.0,0.0,1127.0,860557.0,1010764.0,1691.0,2022-02-12,,,,,,
NT,288.0,3800.0,3617.0,1902.0,19627.0,29234.0,9.0,2022-02-12,,,,,,
QLD,1611.0,7045.0,5120.0,479.0,332654.0,346909.0,367.0,2022-02-12,,,,,,
SA,1279.0,40617.0,34260.0,4330.0,42722.0,123208.0,149.0,2022-02-12,,,,,,
TAS,152.0,3961.0,6047.0,1320.0,4541.0,16021.0,23.0,2022-02-12,,,,,,
VIC,1606.0,205483.0,5408.0,0.0,724174.0,936671.0,2266.0,2022-02-12,,,,,,
WA,1114.0,519.0,29.0,477.0,47.0,2186.0,10.0,2022-02-12,,,,,,
Australia,10420.0,449553.0,55062.0,9682.0,2002395.0,2527112.0,4593.0,2022-02-13,,,,,,
ACT,0.0,41380.0,0.0,0.0,0.0,41380.0,31.0,2022-02-13,,,,,,
NSW,4356.0,145336.0,0.0,1138.0,866509.0,1017339.0,1713.0,2022-02-13,,,,,,
NT,288.0,3810.0,3644.0,1903.0,20170.0,29815.0,10.0,2022-02-13,,,,,,
QLD,1611.0,7130.0,5206.0,479.0,337666.0,352092.0,371.0,2022-02-13,,,,,,
SA,1286.0,41067.0,34728.0,4346.0,42997.0,124424.0,151.0,2022-02-13,,,,,,
TAS,152.0,3965.0,6047.0,1322.0,4655.0,16141.0,23.0,2022-02-13,,,,,,
VIC,1606.0,206319.0,5408.0,0.0,730335.0,943668.0,2284.0,2022-02-13,,,,,,
WA,1121.0,546.0,29.0,494.0,63.0,2253.0,10.0,2022-02-13,,,,,,
Australia,10436.0,451556.0,55530.0,9716.0,2016626.0,2543864.0,4618.0,2022-02-14,,,,,,
ACT,0.0,41728.0,0.0,0.0,0.0,41728.0,31.0,2022-02-14,,,,,,
NSW,4360.0,145826.0,0.0,1142.0,872159.0,1023487.0,1727.0,2022-02-14,,,,,,
NT,288.0,3843.0,3672.0,1905.0,20874.0,30582.0,10.0,2022-02-14,,,,,,
QLD,1611.0,7253.0,5303.0,479.0,338753.0,353399.0,377.0,2022-02-14,,,,,,
SA,1298.0,41394.0,35069.0,4361.0,43448.0,125570.0,154.0,2022-02-14,,,,,,
TAS,152.0,3967.0,6049.0,1322.0,4759.0,16249.0,23.0,2022-02-14,,,,,,
VIC,1606.0,206946.0,5408.0,0.0,736564.0,950524.0,2286.0,2022-02-14,,,,,,
WA,1121.0,599.0,29.0,507.0,69.0,2325.0,10.0,2022-02-14,,,,,,
Australia,10487.0,460544.0,61628.0,10811.0,2040661.0,2584131.0,4669.0,2022-02-15,,,,,,
ACT,0.0,42163.0,0.0,0.0,0.0,42163.0,31.0,2022-02-15,,,,,,
NSW,4363.0,146477.0,0.0,1149.0,879645.0,1031634.0,1743.0,2022-02-15,,,,,,
NT,288.0,3873.0,3705.0,1907.0,21866.0,31639.0,11.0,2022-02-15,,,,,,
QLD,1611.0,7356.0,5349.0,479.0,340197.0,354992.0,387.0,2022-02-15,,,,,,
SA,1304.0,41935.0,35615.0,4390.0,43567.0,126811.0,158.0,2022-02-15,,,,,,
TAS,193.0,10579.0,11522.0,2367.0,11366.0,36027.0,23.0,2022-02-15,,,,,,
VIC,1606.0,207528.0,5408.0,0.0,743940.0,958482.0,2306.0,2022-02-15,,,,,,
WA,1122.0,633.0,29.0,519.0,80.0,2383.0,10.0,2022-02-15,,,,,,
Australia,10492.0,463145.0,62399.0,10859.0,2062704.0,2609599.0,4732.0,2022-02-16,,,,,,
ACT,0.0,42720.0,0.0,0.0,0.0,42720.0,31.0,2022-02-16,,,,,,
NSW,4364.0,147149.0,0.0,1157.0,889358.0,1042028.0,1770.0,2022-02-16,,,,,,
NT,288.0,3933.0,3755.0,1908.0,22677.0,32561.0,13.0,2022-02-16,,,,,,
QLD,1611.0,7421.0,5397.0,480.0,343238.0,358147.0,399.0,2022-02-16,,,,,,
SA,1308.0,42421.0,36273.0,4416.0,44085.0,128503.0,162.0,2022-02-16,,,,,,
TAS,193.0,10581.0,11523.0,2367.0,11985.0,36649.0,23.0,2022-02-16,,,,,,
VIC,1606.0,208226.0,5408.0,0.0,751242.0,966482.0,2324.0,2022-02-16,,,,,,
WA,1122.0,694.0,43.0,531.0,119.0,2509.0,10.0,2022-02-16,,,,,,
Australia,10643.0,475420.0,93377.0,12061.0,2042677.0,2634178.0,4798.0,2022-02-17,,,,,,
ACT,0.0,43246.0,0.0,0.0,0.0,43246.0,31.0,2022-02-17,,,,,,
NSW,4365.0,147877.0,0.0,1165.0,898530.0,1051937.0,1784.0,2022-02-17,,,,,,
NT,288.0,3958.0,3772.0,1910.0,23635.0,33563.0,13.0,2022-02-17,,,,,,
QLD,1611.0,7592.0,5471.0,480.0,345448.0,360602.0,440.0,2022-02-17,,,,,,
SA,1457.0,52258.0,67120.0,5598.0,3587.0,130020.0,164.0,2022-02-17,,,,,,
TAS,193.0,10583.0,11526.0,2367.0,12656.0,37325.0,23.0,2022-02-17,,,,,,
VIC,1606.0,209118.0,5408.0,0.0,758660.0,974792.0,2333.0,2022-02-17,,,,,,
WA,1123.0,788.0,80.0,541.0,161.0,2693.0,10.0,2022-02-17,,,,,,
Australia,10664.0,479623.0,94362.0,12141.0,2059764.0,2656554.0,4835.0,2022-02-18,,,,,,
ACT,0.0,43768.0,0.0,0.0,0.0,43768.0,32.0,2022-02-18,,,,,,
NSW,4370.0,148645.0,0.0,1171.0,906960.0,1061146.0,1799.0,2022-02-18,,,,,,
NT,288.0,3973.0,3777.0,1908.0,24558.0,34504.0,14.0,2022-02-18,,,,,,
QLD,1611.0,7764.0,5561.0,481.0,347682.0,363099.0,446.0,2022-02-18,,,,,,
SA,1464.0,52928.0,67965.0,5637.0,3618.0,131612.0,164.0,2022-02-18,,,,,,
TAS,200.0,11826.0,11528.0,2395.0,12004.0,37953.0,23.0,2022-02-18,,,,,,
VIC,1606.0,209817.0,5408.0,0.0,764749.0,981580.0,2347.0,2022-02-18,,,,,,
WA,1125.0,902.0,123.0,549.0,193.0,2892.0,10.0,2022-02-18,,,,,,
Australia,10682.0,483150.0,95113.0,12200.0,2074574.0,2675719.0,4880.0,2022-02-19,,,,,,
ACT,0.0,44100.0,0.0,0.0,0.0,44100.0,32.0,2022-02-19,,,,,,
NSW,4371.0,149272.0,0.0,1182.0,913846.0,1068671.0,1811.0,2022-02-19,,,,,,
NT,292.0,4974.0,3802.0,1916.0,24337.0,35321.0,14.0,2022-02-19,,,,,,
QLD,1611.0,7890.0,5599.0,481.0,349613.0,365194.0,456.0,2022-02-19,,,,,,
SA,1477.0,53619.0,68627.0,5664.0,3647.0,133034.0,166.0,2022-02-19,,,,,,
TAS,200.0,11826.0,11528.0,2395.0,12585.0,38534.0,24.0,2022-02-19,,,,,,
VIC,1606.0,210457.0,5408.0,0.0,770258.0,987729.0,2367.0,2022-02-19,,,,,,
WA,1125.0,1012.0,149.0,562.0,288.0,3136.0,10.0,2022-02-19,,,,,,
Australia,10695.0,485748.0,95773.0,12244.0,2086557.0,2691017.0,4913.0,2022-02-20,,,,,,
ACT,0.0,44651.0,0.0,0.0,0.0,44651.0,32.0,2022-02-20,,,,,,
NSW,4372.0,149729.0,0.0,1184.0,918925.0,1074210.0,1832.0,2022-02-20,,,,,,
NT,292.0,4976.0,3856.0,1914.0,24744.0,35782.0,15.0,2022-02-20,,,,,,
QLD,1611.0,8099.0,5635.0,481.0,351461.0,367287.0,458.0,2022-02-20,,,,,,
SA,1488.0,54236.0,69146.0,5701.0,3665.0,134236.0,166.0,2022-02-20,,,,,,
TAS,200.0,11826.0,11531.0,2395.0,13111.0,39063.0,24.0,2022-02-20,,,,,,
VIC,1606.0,211074.0,5408.0,0.0,774342.0,992430.0,2376.0,2022-02-20,,,,,,
WA,1126.0,1157.0,197.0,569.0,309.0,3358.0,10.0,2022-02-20,,,,,,
Australia,10710.0,488303.0,96795.0,12284.0,2097777.0,2705869.0,4929.0,2022-02-21,,,,,,
ACT,0.0,45086.0,0.0,0.0,0.0,45086.0,33.0,2022-02-21,,,,,,
NSW,4372.0,150129.0,0.0,1190.0,923379.0,1079070.0,1839.0,2022-02-21,,,,,,
NT,291.0,5171.0,4063.0,1918.0,24827.0,36270.0,15.0,2022-02-21,,,,,,
QLD,1612.0,8378.0,5705.0,481.0,352619.0,368795.0,463.0,2022-02-21,,,,,,
SA,1503.0,54821.0,69826.0,5716.0,3682.0,135548.0,166.0,2022-02-21,,,,,,
TAS,200.0,11827.0,11532.0,2396.0,13676.0,39631.0,24.0,2022-02-21,,,,,,
VIC,1606.0,211572.0,5408.0,0.0,779311.0,997897.0,2379.0,2022-02-21,,,,,,
WA,1126.0,1319.0,261.0,583.0,283.0,3572.0,10.0,2022-02-21,,,,,,
Australia,10724.0,492271.0,97876.0,12338.0,2112970.0,2726179.0,4965.0,2022-02-22,,,,,,
ACT,0.0,45662.0,0.0,0.0,0.0,45662.0,33.0,2022-02-22,,,,,,
NSW,4374.0,150573.0,0.0,1194.0,931596.0,1087737.0,1853.0,2022-02-22,,,,,,
NT,292.0,5222.0,4294.0,1920.0,25100.0,36828.0,16.0,2022-02-22,,,,,,
QLD,1612.0,8513.0,5769.0,483.0,353910.0,370287.0,468.0,2022-02-22,,,,,,
SA,1509.0,55534.0,70612.0,5726.0,3706.0,137087.0,169.0,2022-02-22,,,,,,
TAS,205.0,13414.0,11532.0,2432.0,12868.0,40451.0,24.0,2022-02-22,,,,,,
VIC,1606.0,212034.0,5408.0,0.0,785507.0,1004555.0,2392.0,2022-02-22,,,,,,
WA,1126.0,1319.0,261.0,583.0,283.0,3572.0,10.0,2022-02-22,,,,,,
Australia,10739.0,495699.0,99685.0,12371.0,2131425.0,2749919.0,5026.0,2022-02-23,,,,,,
ACT,0.0,46591.0,0.0,0.0,0.0,46591.0,33.0,2022-02-23,,,,,,
NSW,4374.0,150941.0,0.0,1197.0,940137.0,1096649.0,1859.0,2022-02-23,,,,,,
NT,293.0,5392.0,4665.0,1916.0,25272.0,37538.0,16.0,2022-02-23,,,,,,
QLD,1612.0,8718.0,5820.0,484.0,356264.0,372898.0,505.0,2022-02-23,,,,,,
SA,1517.0,56314.0,71826.0,5755.0,3724.0,139136.0,169.0,2022-02-23,,,,,,
TAS,205.0,13413.0,11532.0,2432.0,13710.0,41292.0,24.0,2022-02-23,,,,,,
VIC,1606.0,212630.0,5408.0,0.0,791719.0,1011363.0,2410.0,2022-02-23,,,,,,
WA,1132.0,1700.0,434.0,587.0,599.0,4452.0,10.0,2022-02-23,,,,,,
Australia,10753.0,499067.0,101279.0,12442.0,2148641.0,2772182.0,5068.0,2022-02-24,,,,,,
ACT,0.0,47247.0,0.0,0.0,0.0,47247.0,33.0,2022-02-24,,,,,,
NSW,4376.0,151386.0,0.0,1199.0,947907.0,1104868.0,1871.0,2022-02-24,,,,,,
NT,293.0,5545.0,4833.0,1915.0,25694.0,38280.0,19.0,2022-02-24,,,,,,
QLD,1612.0,8995.0,5887.0,485.0,358467.0,375446.0,513.0,2022-02-24,,,,,,
SA,1526.0,57172.0,72790.0,5815.0,3752.0,141055.0,172.0,2022-02-24,,,,,,
TAS,205.0,13413.0,11532.0,2432.0,14563.0,42145.0,24.0,2022-02-24,,,,,,
VIC,1606.0,213249.0,5408.0,0.0,797714.0,1017977.0,2426.0,2022-02-24,,,,,,
WA,1135.0,2060.0,829.0,596.0,544.0,5164.0,10.0,2022-02-24,,,,,,
Australia,10761.0,502895.0,102739.0,12420.0,2164805.0,2793620.0,5097.0,2022-02-25,,,,,,
ACT,0.0,48187.0,0.0,0.0,0.0,48187.0,33.0,2022-02-25,,,,,,
NSW,4379.0,151813.0,0.0,1204.0,954952.0,1112348.0,1877.0,2022-02-25,,,,,,
NT,292.0,5617.0,4886.0,1914.0,26218.0,38927.0,21.0,2022-02-25,,,,,,
QLD,1615.0,9275.0,5940.0,485.0,360373.0,377688.0,520.0,2022-02-25,,,,,,
SA,1529.0,58164.0,73649.0,5786.0,3773.0,142901.0,174.0,2022-02-25,,,,,,
TAS,205.0,13414.0,11533.0,2432.0,15389.0,42973.0,25.0,2022-02-25,,,,,,
VIC,1606.0,213905.0,5408.0,0.0,803482.0,1024401.0,2437.0,2022-02-25,,,,,,
WA,1135.0,2520.0,1323.0,599.0,618.0,6195.0,10.0,2022-02-25,,,,,,
Australia,10772.0,505775.0,104326.0,12472.0,2179513.0,2812858.0,5132.0,2022-02-26,,,,,,
ACT,0.0,48670.0,0.0,0.0,0.0,48670.0,33.0,2022-02-26,,,,,,
NSW,4379.0,152152.0,0.0,1210.0,961576.0,1119317.0,1888.0,2022-02-26,,,,,,
NT,294.0,5648.0,4967.0,1916.0,26707.0,39532.0,22.0,2022-02-26,,,,,,
QLD,1615.0,9475.0,5956.0,485.0,361970.0,379501.0,528.0,2022-02-26,,,,,,
SA,1537.0,58898.0,74720.0,5824.0,3810.0,144789.0,174.0,2022-02-26,,,,,,
TAS,205.0,13415.0,11534.0,2432.0,16185.0,43771.0,25.0,2022-02-26,,,,,,
